"URL"
"https://wayground.com/join/pre-game/running/U2FsdGVkX19tQszmNPniitiWusu77WUptJtTy4mlP2lDEBdz3%252F5WygoGwrqZikUNhGbhOV6FjuIQWzyM1xgWg25nB2%252B1iPqkQxKBtM3MDvE%253D/start"
